000458	1
004477	3
005108	3
001926	2
005463	4
003028	2
002315	2
003143	2
004988	3
008389	5
008531	5
000841	1
005841	4
004482	3
008929	5
003864	3
006985	4
003416	3
009556	6
007785	5
008226	5
007315	4
000761	1
004151	3
006936	4
004770	3
009518	6
003946	3
000830	1
001582	2
005249	3
000774	1
001999	2
001224	1
006685	4
001691	2
000439	1
009560	6
005483	4
008718	5
005133	3
003216	2
001120	1
006279	4
000511	1
001040	1
008342	5
004491	3
000826	1
000254	1
009139	5
004872	3
001631	2
003091	2
003059	2
004804	3
002397	2
003741	3
005608	4
009068	5
001775	2
004223	3
002158	2
009203	5
007466	5
008211	5
003231	2
009482	6
006022	4
009390	6
007967	5
005063	3
005472	4
008029	5
004084	3
004433	3
000046	1
008004	5
008857	5
008800	5
007715	5
007331	4
005137	3
001078	1
007512	5
006000	4
003903	3
002035	2
001505	2
008380	5
007494	5
001844	2
005596	4
007847	5
003898	3
004487	3
005045	3
009694	6
006899	4
002708	2
003606	3
007963	5
000422	1
005394	4
003088	2
006409	4
000097	1
006975	4
007165	4
004665	3
000598	1
002272	2
005915	4
000425	1
001551	2
001418	2
006100	4
001258	1
009601	6
001757	2
000967	1
008210	5
001758	2
008680	5
009857	6
005179	3
008311	5
001950	2
002429	2
003145	2
005958	4
009463	6
004466	3
003564	3
006868	4
006561	4
001675	2
001658	2
007367	4
007719	5
008403	5
005506	4
004826	3
007238	4
008106	5
002217	2
007989	5
002614	2
001589	2
000467	1
000180	1
000019	1
002830	2
001167	1
006031	4
003176	2
003789	3
007249	4
007347	4
007469	5
003867	3
004745	3
001573	2
007078	4
008994	5
000284	1
005798	4
002458	2
005530	4
009107	5
004228	3
001364	1
003979	3
008815	5
009176	5
001729	2
001469	2
009169	5
001095	1
008096	5
002218	2
009865	6
004092	3
009106	5
004713	3
009629	6
004918	3
007448	5
007570	5
005540	4
008334	5
007471	5
002873	2
005984	4
006848	4
007156	4
007401	5
004557	3
003639	3
006697	4
002730	2
004996	3
004340	3
006277	4
009742	6
003558	3
009831	6
004733	3
005019	3
001711	2
006736	4
004501	3
003408	3
008337	5
009447	6
006829	4
006145	4
004513	3
009132	5
004324	3
005580	4
004678	3
009049	5
005740	4
001189	1
005503	4
001677	2
