022572	4
014361	3
028592	5
005042	1
011072	2
016175	3
021981	4
003919	1
018069	4
006327	2
006576	2
015174	3
015868	3
002976	1
011431	2
020128	4
026443	5
023734	4
031154	6
020991	4
008600	2
019573	4
008218	2
001090	1
032242	6
020820	4
006101	2
013290	3
013454	3
000468	1
001464	1
002877	1
001320	1
027305	5
006844	2
004226	1
023259	4
011589	2
021026	4
019919	4
012649	3
007925	2
001659	1
001795	1
006217	2
028489	5
004634	1
011672	2
015062	3
013353	3
008871	2
007885	2
017674	3
019042	4
020359	4
004339	1
024358	5
022156	4
032262	6
000202	1
014781	3
003926	1
025585	5
000848	1
024945	5
030678	6
028705	5
013132	3
029867	5
019752	4
006725	2
009203	2
026626	5
002565	1
001161	1
008516	2
002835	1
017997	3
032081	6
028757	5
010617	2
015454	3
004019	1
008987	2
030744	6
028613	5
029263	5
029427	5
026952	5
015650	3
006777	2
012429	3
027291	5
022155	4
031437	6
032017	6
006180	2
006142	2
004866	1
022994	4
004267	1
025214	5
005004	1
007037	2
028611	5
001846	1
016414	3
028896	5
028712	5
023830	4
013981	3
029414	5
021565	4
006218	2
029317	5
013248	3
008705	2
023874	4
028774	5
023891	4
019661	4
019768	4
018519	4
013172	3
005254	1
015387	3
031485	6
016485	3
016433	3
007102	2
031794	6
011469	2
025159	5
001294	1
010772	2
008086	2
006863	2
011353	2
010603	2
012877	3
018863	4
009616	2
028123	5
030915	6
031798	6
020881	4
018683	4
029612	5
000726	1
002586	1
003773	1
008833	2
008483	2
009918	2
005458	1
001904	1
027826	5
022280	4
002620	1
021647	4
005488	1
005736	1
001019	1
020201	4
027408	5
013243	3
007058	2
027605	5
028191	5
027825	5
013319	3
028856	5
016773	3
009596	2
018977	4
006478	2
023263	4
013802	3
021770	4
003296	1
002834	1
000377	1
005947	1
013760	3
028612	5
010747	2
017540	3
009405	2
022439	4
027206	5
023634	4
028551	5
015399	3
019064	4
014314	3
015923	3
000032	1
004702	1
001185	1
015833	3
013521	3
013731	3
000763	1
022153	4
007649	2
030398	6
022771	4
021597	4
009131	2
011175	2
010059	2
019503	4
001174	1
027188	5
001411	1
023160	4
002017	1
010357	2
029684	5
029673	5
030644	6
018835	4
001624	1
015766	3
030062	6
027893	5
019124	4
013364	3
007558	2
031299	6
021846	4
012459	3
029772	5
009343	2
022657	4
026138	5
013961	3
029107	5
027454	5
016287	3
017633	3
010598	2
000431	1
024683	5
027708	5
016179	3
014518	3
006827	2
024205	5
027765	5
003867	1
031708	6
019765	4
022302	4
031908	6
019602	4
002119	1
007542	2
030913	6
009369	2
002228	1
000983	1
003082	1
008585	2
019691	4
001180	1
005918	1
018323	4
008248	2
030272	6
015664	3
011011	2
018860	4
002733	1
025720	5
025434	5
012754	3
004674	1
004286	1
027560	5
006189	2
026877	5
023511	4
003453	1
004032	1
004586	1
021640	4
030114	6
004591	1
004820	1
016043	3
027928	5
008073	2
029874	5
022783	4
029210	5
022275	4
008177	2
023315	4
011660	2
007818	2
023406	4
013716	3
003238	1
025015	5
005455	1
030315	6
016236	3
005193	1
025501	5
030156	6
018234	4
020912	4
003943	1
018661	4
030689	6
029125	5
007468	2
018799	4
004001	1
004604	1
002368	1
026129	5
025171	5
032214	6
020210	4
020187	4
008924	2
003052	1
012322	3
031603	6
015800	3
015050	3
030544	6
031785	6
032093	6
030717	6
021513	4
029814	5
006444	2
004558	1
026797	5
006910	2
028129	5
012190	3
025050	5
001121	1
026081	5
011558	2
003411	1
030226	6
020056	4
013077	3
029661	5
024232	5
000927	1
020345	4
031080	6
023381	4
000641	1
005853	1
027565	5
006732	2
012155	3
011876	2
020875	4
023402	4
029261	5
017070	3
015945	3
013851	3
030691	6
002070	1
031652	6
003614	1
019397	4
010557	2
028698	5
001660	1
016326	3
017506	3
016707	3
030153	6
026041	5
017595	3
002949	1
027405	5
001482	1
032464	6
010353	2
006671	2
022365	4
003856	1
001387	1
007201	2
015551	3
019429	4
000457	1
012773	3
002311	1
018101	4
007352	2
009962	2
013830	3
024997	5
023991	4
004422	1
003896	1
000265	1
007075	2
005931	1
015089	3
008136	2
004739	1
004075	1
007395	2
001699	1
017895	3
027923	5
005569	1
012702	3
030889	6
032413	6
020825	4
006554	2
031756	6
021832	4
019531	4
022140	4
004185	1
026208	5
017624	3
014256	3
030281	6
028480	5
028067	5
010210	2
019652	4
007554	2
001801	1
015223	3
003473	1
028020	5
009410	2
001495	1
012009	3
010433	2
016871	3
008169	2
004763	1
014246	3
018358	4
014273	3
025323	5
020616	4
014022	3
004989	1
009390	2
007975	2
004889	1
002146	1
025637	5
002415	1
007856	2
012596	3
009400	2
016516	3
032517	6
008939	2
016863	3
022172	4
010360	2
028247	5
023820	4
014353	3
022498	4
003126	1
016110	3
010107	2
026454	5
005753	1
000497	1
024096	5
001589	1
031120	6
007740	2
030277	6
028353	5
012244	3
000841	1
003102	1
023454	4
026598	5
026923	5
028197	5
023273	4
002572	1
001340	1
022653	4
017503	3
008234	2
021451	4
015971	3
025510	5
003982	1
016081	3
019352	4
030929	6
030333	6
031386	6
017484	3
000557	1
003517	1
032540	6
